SCHOOL,AGE,HOURPAY
13,55,11.43
17,24,8.8000002
13,39,11.55
15,35,17.68
11,62,8.1999998
16,55,48.080002
18,54,18.59
12,46,10.63
11,34,10.75
11,37,34.619999
11,34,5.7800002
13,30,8.4799995
16,31,12.16
12,59,7.9699998
16,35,13
13,43,15.38
15,26,8.6499996
14,26,14.79
17,31,13.45
11,23,7.0999999
14,26,7.04
16,30,11.53
16,35,34.630001
13,40,13.05
13,29,9.21
11,52,8
10,58,7.3299999
10,59,20.27
13,45,6.9200001
11,47,10.69
11,27,9.6099997
14,27,9.1300001
14,29,7.8099999
13,33,7.9299998
16,37,27.610001
18,35,14.9
13,19,4.2399998
11,31,8.3000002
11,55,6.73
16,58,18.969999
11,40,7.9000001
17,32,13.25
16,30,38.459999
11,46,14.9
11,42,9.1300001
11,56,9.9099998
13,32,16.559999
16,32,13.67
17,28,19.24
16,58,17.57
14,58,24.58
13,54,7.04
11,32,7.6700001
14,55,8.2399998
11,48,5.5999999
10,48,15.7
12,41,8.46
11,25,11.96
14,21,6.1300001
10,56,5.4899998
14,38,16.18
17,33,14.22
16,53,7
11,29,7.0999999
10,59,13.33
10,58,13.16
13,54,13.92
13,62,16.65
11,36,12.55
11,49,11.16
11,51,23.379999
17,35,22.690001
13,47,25.059999
13,50,27.32
17,50,18.48
18,50,12.66
13,36,12.16
21,26,11.76
10,61,14.68
13,51,13.66
16,23,7.1399999
11,29,21.030001
11,62,13.51
10,59,10.32
17,47,46.790001
16,38,12.5
12,61,8.6700001
11,45,13.23
11,54,7.7800002
11,29,7.3800001
11,37,5.48
10,42,11.05
13,30,4.8200002
11,47,11.55
18,60,28.34
15,20,11.19
16,67,7.0599999
13,40,11.95
17,39,7.4699998
16,36,24.049999
13,29,9.7600002
13,27,11.18
13,27,9.4200001
11,47,7.6900001
16,34,15.38
11,64,15.88
16,38,27.700001
16,37,34.630001
18,39,18.120001
17,44,22.25
17,39,17.08
11,59,10.81
20,35,15.83
22,39,21.629999
12,47,9.5799999
14,21,6.8499999
11,43,28.030001
13,23,10
17,26,15.88
17,26,9.6099997
13,48,13.29
13,55,13.03
12,41,5.1900001
13,57,10.92
12,35,8.8199997
16,32,21.84
11,41,16
11,41,10.63
11,53,15.45
13,34,14.43
13,34,12.8
13,46,5.1999998
11,50,11.89
13,48,7.8299999
17,59,15.63
10,58,6.7600002
16,47,9.7600002
16,27,12.3
11,46,4.8000002
12,30,6.3800001
14,33,13.11
11,47,4.75
11,34,4.75
11,21,4.75
20,31,20.049999
17,33,6.9000001
15,46,27.48
13,34,7.5
13,31,7.5
16,33,20.34
11,37,24.049999
9,57,6.1599998
15,32,9.3400002
14,31,26.450001
13,26,13.95
14,41,8
12,32,8.4700003
18,34,18.5
18,33,8.79
16,34,15.73
11,65,16.83
11,41,6.3299999
16,29,15.59
13,46,23.68
10,40,22.469999
17,44,35.419998
19,40,27.84
11,52,16.360001
18,46,26
14,48,22.07
14,58,11.55
13,46,4.6799998
19,45,25.48
13,45,21.629999
21,37,14.44
13,41,9.7799997
17,34,19.77
16,34,21.969999
16,32,20
17,37,13.57
19,33,21.969999
17,38,15
12,52,12.36
13,49,15.73
13,41,11.16
11,52,9.2200003
11,31,6.8000002
13,36,17.5
9,59,7.0999999
13,64,14.71
12,19,5.02
11,17,2.5999999
10,47,16.67
11,59,8.1800003
13,42,7.6900001
12,50,7.6900001
16,40,19.940001
16,47,5.2399998
13,48,29.110001
19,33,34.599998
18,40,28.85
16,41,21.84
12,43,16.620001
12,58,13.77
13,30,14.43
11,49,7.1799998
17,26,11.08
11,53,16.48
10,38,5.6399999
18,36,4.2199998
16,35,11.63
11,32,14.49
13,48,17.16
20,47,23.92
15,39,34.130001
22,34,23.610001
11,46,5.1999998
13,47,19.57
11,44,21.950001
15,22,6.4899998
12,43,10.41
18,47,11.05
13,58,7.5
11,56,6.8600001
11,41,6.3000002
16,27,7.75
20,39,7.9200001
16,28,7.4899998
13,31,15.28
16,60,42.73
11,49,6.6700001
17,40,12.82
15,39,19.77
14,40,24.440001
11,40,19.200001
16,44,22.92
15,31,14.79
15,35,12.33
11,52,6.25
14,49,6.25
14,22,6.1700001
10,30,8.4099998
10,56,6.3800001
11,49,18.08
11,47,6.27
11,23,3
16,61,9.6099997
11,56,10.63
18,23,9.8900003
11,25,6.25
11,26,6.8600001
18,33,22.040001
13,43,15.38
13,39,1.89
13,40,10.9
18,48,27.030001
19,61,17.379999
11,50,8.6499996
11,34,8.4700003
11,29,18.24
28,53,18.950001
12,49,15.88
13,47,16.030001
12,36,9.21
11,33,10.81
11,41,7.5
11,32,11.18
17,31,18.940001
18,30,18.459999
17,41,27.700001
14,33,8.75
16,50,7.25
19,59,49.459999
18,50,14.44
17,59,16.110001
16,59,20.24
16,23,7.6100001
18,50,12.42
18,32,23.030001
18,35,28.57
12,19,5.4200001
11,58,6.77
11,57,6.2199998
19,53,19.23
19,55,21.15
12,46,15.8
10,51,11.31
11,59,10.14
17,34,17.450001
16,31,18.4
11,49,6.0999999
11,50,11.68
16,51,9.6300001
11,48,20.780001
16,45,18.469999
16,45,18.469999
12,53,15.18
11,52,7.6900001
10,41,9.5299997
14,37,12.98
11,36,5.29
17,37,14.42
11,58,6.2199998
17,53,28.85
12,28,15.49
11,26,10.63
12,64,15.45
24,29,8.0200005
21,28,8
16,31,16.16
12,34,19.219999
17,37,17.18
11,32,18.030001
11,51,12.57
13,26,14.1
13,33,5.29
12,28,9
19,32,8.7600002
15,34,7.1399999
18,45,11.54
10,60,14.65
13,46,8.6000004
13,19,6.73
13,56,5.1999998
11,43,8.9499998
11,32,8.1499996
13,24,7.1999998
10,49,8.6000004
12,54,8.6499996
17,22,2.76
11,48,8.8699999
13,55,14.73
21,44,28.860001
13,42,27.57
4,30,3.77
12,47,6.1799998
12,42,20.780001
10,65,10
16,51,10.86
22,52,8.6499996
20,42,14.44
16,64,64.099998
11,66,13.8
10,57,18.73
16,41,7.3299999
18,35,33.529999
12,36,7.8499999
11,52,13.16
11,26,9.8699999
11,55,16.18
11,50,20.24
11,47,14.35
13,50,27.84
13,47,8.6599998
11,44,7.6999998
11,52,28.59
12,50,8.6499996
16,22,8.5699997
13,53,7.7399998
13,40,25.950001
12,51,10.66
12,48,8.0900002
14,34,8.1300001
13,31,3.8699999
11,41,7.6700001
13,44,18.700001
10,32,8.1300001
11,53,10
11,44,19.23
13,45,12.66
16,41,21.84
13,39,6
11,52,12.16
11,52,28.030001
18,39,21.84
14,23,6.2199998
14,22,5.9099998
11,46,12.5
18,28,9.29
13,31,9.6800003
12,54,13.2
11,45,12.76
13,51,16.84
11,49,12.82
13,42,11.54
13,43,11.1
11,36,16.15
11,34,10.75
12,43,14.8
11,47,22.65
14,39,15.4
11,48,4.1100001
11,45,6.75
11,48,11.96
11,55,9.8299999
11,48,8.6800003
12,44,11.05
13,45,29.360001
18,50,4.23
12,48,49.18
12,41,22.469999
15,47,6.0999999
13,27,21.629999
16,65,2.9000001
15,61,12.82
11,36,17.860001
11,36,18.09
19,53,6.79
15,37,7.4699998
7,28,3.71
10,55,38.700001
13,40,24.540001
11,45,15.95
21,57,12.82
14,29,6.25
11,56,17.360001
16,24,14.27
11,52,9.2299995
13,51,18.690001
10,59,7.0799999
14,36,11.53
17,33,4.8299999
18,34,17.09
11,61,15.03
11,49,7
11,25,8.3299999
12,54,17.65
13,50,6.4000001
13,48,16.67
11,51,19.620001
13,20,7.02
12,40,14.24
12,40,4.9299998
19,25,6.5599999
16,34,24.17
16,27,8.4399996
12,35,6.1500001
12,64,8.3299999
18,56,50.610001
13,59,9.1700001
11,31,12.98
10,49,7.3800001
10,57,6.6700001
11,32,10.76
11,27,10
13,41,17.24
13,40,17.379999
16,48,33.27
10,66,5.8099999
11,26,6.1799998
11,30,13.15
12,45,6.6700001
11,42,9.8299999
11,44,7.6999998
11,43,24.67
14,44,15.03
10,57,9.8699999
10,55,7.0500002
13,22,9.6099997
13,35,6.1700001
16,35,12.13
14,34,8.1999998
21,30,8.3199997
19,31,4.9299998
16,35,6.3000002
13,57,51.970001
11,46,4.5700002
14,30,18.030001
17,57,24.91
20,49,14.96
20,60,20.9
12,29,17.360001
18,30,31.25
19,28,25.48
16,42,35.889999
16,33,12.94
11,28,9.1300001
18,40,7.1500001
12,43,6.1599998
13,63,11.53
13,55,8
12,40,11.58
11,36,14.03
12,51,19.24
19,46,61.529999
13,47,10.41
11,54,8.25
16,30,10.11
11,63,12
11,49,7.3699999
13,41,17.16
10,34,8.2700005
11,49,12.5
11,50,30.77
11,46,23.92
10,34,15.59
13,37,12.75
19,34,17.299999
16,38,26.299999
16,33,24.780001
16,33,20.68
17,40,54.939999
9,56,23.629999
12,31,10.56
19,26,13.47
11,51,10.63
11,31,6.0799999
13,55,15.38
13,46,7.8099999
13,31,9.2299995
13,30,8
12,39,7.2199998
18,30,6.0500002
16,30,39.57
17,34,31.25
16,47,17.299999
12,41,12.67
16,67,4.5700002
10,64,16.969999
12,57,8.1099997
12,26,11.46
11,57,32.220001
11,54,12.5
15,31,7.1900001
11,27,9.4499998
12,30,4.79
17,61,14.94
12,34,10.63
11,41,14.75
18,44,20.24
18,59,64.099998
13,40,28.34
12,44,6.4299998
17,46,38.970001
12,17,10
10,64,5.75
11,63,7.5300002
11,34,5.0799999
11,23,6.27
16,37,9.6199999
12,37,8.3599997
22,27,6.3800001
20,56,16.49
13,52,7.0700002
13,47,10.27
13,49,10.26
12,54,31.190001
13,28,11.03
13,26,6.4200001
11,47,7.6799998
11,48,19.23
11,36,5.5
10,37,11.41
10,47,13.73
16,35,15.73
16,33,25.950001
16,36,10.53
11,39,19.24
16,58,13.95
13,52,11.86
11,48,11.39
11,46,7.8299999
11,50,15.38
11,50,6.5
13,42,14.16
11,16,6.0799999
11,47,8.46
11,45,13.67
17,40,9.9399996
17,52,48.080002
17,54,15
16,39,19.57
17,39,13.85
11,48,16.15
17,63,10.27
14,56,7.6900001
18,26,18.190001
12,54,10.3
15,22,5.9400001
20,45,22.76
17,38,12.96
17,40,24.290001
11,50,10
19,56,7.5
16,22,11.43
11,49,6.9699998
10,56,10.64
15,61,15.57
12,26,15.29
15,46,16.59
15,45,23.700001
13,26,7.6799998
16,25,7.3099999
17,46,22.190001
13,52,15.18
12,53,9.8199997
10,28,6.4200001
13,30,15.59
11,52,23.379999
11,55,10.26
11,46,15.12
13,18,8.1800003
13,32,6.0799999
11,48,18.48
11,52,8.7200003
13,65,23.08
12,60,20.780001
11,58,21.76
19,41,12.25
19,37,15.88
13,50,20.889999
14,56,11.97
11,53,14.43
20,47,20.620001
10,46,10.41
13,34,7.9499998
14,30,3.8299999
11,43,11.43
15,38,28.540001
13,37,6.3200002
13,52,15.56
17,51,26.450001
11,34,17.299999
18,57,7.6700001
18,59,24.030001
11,30,7.6300001
10,38,8.4099998
11,38,18.700001
17,57,14.18
11,33,8.75
10,42,7.1799998
11,54,22.76
11,32,5.25
18,39,14.68
11,37,17.26
11,49,17.139999
17,40,8.7700005
13,50,42.299999
11,58,9.6099997
11,65,14.13
10,62,6.1100001
20,53,14.54
10,66,9.4499998
11,41,23.629999
16,26,16.49
11,30,14.1
11,51,35.419998
16,21,9.6300001
13,18,6.8000002
11,29,12.5
11,59,9.6199999
11,67,7.2199998
16,40,31.67
20,41,25.59
13,56,6.1900001
11,52,14.68
17,28,6.25
12,30,10
12,47,8.6000004
11,46,11.85
10,46,13.05
17,47,6.73
18,47,35.419998
12,59,24.030001
13,26,9.8100004
13,54,9.8599997
11,52,9.1800003
14,28,7.6700001
10,52,15.67
11,66,38.470001
11,46,28.85
14,38,7.6900001
11,41,9.8999996
12,17,3.5
16,42,19.24
11,57,19.24
11,51,13.66
10,49,6.9400001
11,52,8.3299999
12,67,11.6
19,25,26.09
13,57,13.95
16,29,8.8000002
11,45,19.219999
10,43,6.5500002
13,30,8.0500002
13,32,8.6300001
16,27,8.1099997
13,58,23.08
10,60,9.6300001
11,44,9.21
11,37,13.42
17,37,20.43
13,56,13.47
11,57,19.24
18,38,7.8000002
11,52,27.49
11,32,12.15
11,30,24.049999
13,59,9.1099997
10,59,7.5
17,56,13.96
11,44,9.2200003
13,47,35.290001
11,17,2.6500001
10,44,11.81
11,45,6.5999999
10,24,6.3499999
12,55,42.950001
13,41,13.81
11,53,6.1900001
11,50,15.68
11,46,6.3600001
11,19,5.4699998
11,55,6
11,54,5.9200001
12,24,7.6900001
11,38,9.8699999
17,30,8.3400002
13,52,24.290001
11,49,21.15
13,28,9.1099997
11,34,5.25
13,58,19
11,55,6.3499999
17,23,10.87
13,20,9.1300001
17,52,5.1999998
13,19,5.1999998
17,53,23.07
22,33,16.49
16,27,6.4000001
19,25,10.36
20,38,16.809999
11,70,10.29
11,52,13.73
11,30,7.4499998
17,29,11.54
13,56,6.2399998
16,46,50.610001
11,40,7.1700001
13,41,7.1399999
11,27,8.71
11,44,8.3299999
18,39,18.700001
17,39,20.889999
17,29,6.25
13,21,6.3200002
15,32,10.58
10,61,7.73
22,41,5.29
11,50,6.25
13,19,2.73
10,60,8.0799999
15,30,6.1999998
16,29,12.82
11,56,6.77
13,66,7.6700001
11,52,14.58
16,55,9
12,60,7.3099999
11,51,7.5
13,45,26.32
15,39,31.370001
13,52,6.4000001
11,60,10
11,39,14.77
11,39,5.1300001
13,21,6.46
13,19,2.1800001
17,26,12.8
17,27,11.54
11,36,8.2200003
11,42,6.7600002
16,54,26.719999
11,54,12.5
11,57,6
16,34,16.35
18,36,10.63
11,31,7.1900001
13,64,14.4
11,46,8.4099998
13,18,4.29
15,44,29.58
11,45,15.59
11,40,7.5
10,61,8
10,60,10.6
21,47,19.74
19,46,27.84
17,34,19.76
13,33,19.719999
17,33,10.54
16,24,8.75
11,59,5.4699998
12,55,8.1300001
13,25,8.3199997
12,22,8.5500002
12,58,5.77
11,43,23.83
17,27,11.13
12,53,22.139999
12,52,7.5900002
12,25,12.75
17,47,30.76
17,47,5.9699998
16,35,11.43
16,36,8.2700005
16,66,7.3800001
11,46,7.46
14,42,4.8000002
16,26,14.7
11,52,32.060001
11,49,7.1999998
11,47,15.65
11,46,14.1
13,40,14.83
17,39,8.8000002
11,44,9.3299999
15,24,7.1999998
12,44,16.35
10,47,7.5
11,29,9.5200005
11,47,10
11,45,8.5500002
11,45,9.6199999
13,33,6.5799999
18,47,3.71
13,45,18.6
11,49,18.59
11,43,22.08
13,26,7.5799999
13,29,10.08
13,28,10
13,31,8.0200005
10,70,10
16,41,14.29
11,43,7
14,62,8.3400002
11,51,12.32
15,58,20.389999
12,54,10.54
12,22,13.42
14,36,7.5599999
11,40,6.25
11,43,9.5600004
12,34,8.7299995
13,59,11.45
11,45,5.8899999
11,32,7.1900001
10,65,5.75
11,47,7.6300001
10,65,10.04
10,60,5.4299998
11,44,6.5799999
10,56,15.08
10,65,7
11,47,6.5599999
13,20,10.43
11,44,18.5
12,23,8.9499998
12,55,20.24
10,54,13.22
16,46,10.32
11,41,10.38
13,36,15.17
17,41,15.63
11,48,16.18
10,46,24.17
12,44,19.950001
12,53,11.13
11,47,6.5700002
13,19,3.8299999
14,62,18.1
11,55,13.85
13,59,32.889999
13,47,7.3299999
11,31,7.6999998
14,28,12.51
14,28,9.8900003
8,28,7.1399999
11,41,26.24
14,39,8.96
11,54,7.3000002
11,47,8.8500004
13,40,7.9099998
13,36,7.9099998
14,22,7.9099998
11,35,6.8800001
11,31,7.5999999
14,29,8.6099997
11,45,8.3199997
11,53,9.6899996
11,61,46.779999
11,54,13.45
11,53,6.5300002
16,67,6.7199998
19,50,13.22
13,28,9.3699999
16,26,14.42
10,48,11.76
13,22,12.62
13,20,7.29
11,28,4.8000002
11,28,10
15,23,7.04
14,22,6.02
17,41,5.9200001
11,61,10.14
13,61,13.59
12,26,8.21
13,34,6.0500002
11,42,11.13
21,43,48.080002
12,48,5
11,26,9.8100004
11,52,16
11,53,11.52
11,17,3.5
10,58,9.3800001
11,53,11.8
12,53,11.84
11,56,9.6199999
11,57,6.8200002
13,21,7.5799999
17,29,17.209999
16,28,9.4300003
11,49,11.55
17,23,9.1300001
16,63,21.51
15,33,6.48
13,46,7.6999998
14,47,11.91
13,18,5.3000002
13,18,6.4299998
11,54,8.8199997
15,49,21.629999
10,49,11.21
13,42,12.2
14,54,15.58
17,47,18.370001
21,66,7.1100001
10,66,8.3299999
13,36,15.79
11,42,13.38
16,50,16.35
15,43,6.79
11,45,15.37
14,42,15.95
13,36,21.200001
12,27,9.6300001
17,32,11.25
11,29,11.25
12,22,8.4399996
12,30,8.9399996
11,21,5.5500002
13,53,6.0799999
11,29,1.39
13,28,13.31
12,31,9.8900003
15,42,32.389999
20,46,57.700001
18,36,12
17,45,7.1900001
15,26,7
18,34,19.76
15,29,11.54
11,49,16.780001
13,45,15.92
12,29,8.5299997
13,65,26.450001
16,50,12.58
11,34,6.04
17,37,10.21
16,21,9.6300001
13,21,7.4299998
11,42,8.4700003
17,52,5.1300001
12,46,7.6700001
11,49,10.95
11,30,13.38
11,33,7.6999998
11,30,11.49
10,59,9
16,53,48.080002
10,66,11.22
11,38,12
11,52,11.08
11,51,12.35
20,35,17.16
16,35,18.139999
14,33,14.11
16,62,19.76
14,32,14.79
13,27,8.1099997
11,47,14.74
14,27,8.21
11,28,10.92
13,19,7.25
18,29,13.44
13,35,10.15
12,45,7.3000002
13,44,7.5500002
11,52,2.7
18,50,26.51
16,46,13.28
17,42,21.17
16,25,6.5300002
11,50,12.33
11,40,8
15,33,17.959999
18,35,9.6000004
12,55,24.709999
13,52,10.87
11,44,10.07
13,46,20.200001
11,50,15.18
11,56,7.4400001
11,49,8.8500004
16,24,9.1099997
18,32,22.040001
11,27,12.45
11,45,16.83
11,47,5.5
13,48,13.42
11,48,18.280001
13,23,4.73
16,50,25.32
18,46,12.39
13,35,5.21
17,51,9.6099997
17,47,12.31
18,41,15.95
11,37,2.55
11,43,10.11
11,51,23.02
19,56,15
15,65,11.4
11,35,33.939999
13,28,6
17,50,23.33
10,42,9.6199999
11,54,9.1099997
20,28,10.03
17,36,14.43
21,52,20.43
16,29,22.51
18,36,34.630001
17,30,16.620001
12,51,8.3000002
13,53,15.38
13,46,15.73
17,61,18.360001
11,52,16.49
11,44,10.38
10,61,30.370001
14,24,10.58
11,25,9.1099997
17,59,3.75
11,51,10.63
11,53,14.9
17,22,7.0799999
11,49,9.3100004
16,36,55.869999
10,27,7.6900001
11,25,8.6499996
11,43,23.51
11,40,7.6999998
13,26,5.75
11,25,12.16
10,46,7.5799999
10,46,9.6099997
18,26,12.39
12,38,7.1999998
12,50,9.1999998
11,52,2.2
10,35,7.8099999
16,56,19.76
10,62,7.9400001
10,65,12.93
12,46,9.6300001
11,46,16.620001
10,56,16.200001
17,42,19
19,33,7.8000002
17,33,12.28
13,61,14.11
13,50,17.16
16,45,19.24
10,68,12.05
21,42,66.790001
14,47,20
13,47,6.1700001
17,30,9.6099997
11,51,5.48
16,52,13
11,56,32.970001
13,53,27.32
14,53,17.24
12,46,10.1
11,39,12.49
11,59,15
11,50,13.61
11,60,16.389999
16,35,12.82
11,47,5.6799998
13,18,1.83
19,24,8.5699997
19,28,5.79
10,45,12.6
12,41,17.610001
11,42,60
13,37,17.26
11,42,12.18
17,59,115.8
18,39,10.92
19,36,9.1099997
13,41,8
11,43,8.3299999
14,27,12.7
12,50,12.04
11,47,10.77
11,21,8.2700005
12,40,6.7600002
11,21,8.1099997
11,57,16.950001
18,35,14.42
11,38,7.0500002
16,53,16.35
11,33,5.8299999
11,56,7.5
12,47,14.15
15,42,18.799999
13,45,12.03
12,50,8.5
11,61,12.82
11,48,8.6499996
14,60,8.5
21,33,7.2600002
13,54,4.6500001
11,54,13.73
16,61,4.8299999
11,63,7.3299999
11,47,17.57
11,44,6.4299998
11,44,6.25
11,44,16.719999
13,33,6.9000001
10,62,5.7600002
16,21,7
10,57,7.23
11,50,5.8600001
11,41,15.03
6,33,18.190001
16,33,5.8200002
16,41,19.629999
19,58,18.690001
13,37,5.6700001
11,42,7.75
10,42,15.34
11,68,5.3000002
13,31,8.9799995
13,32,12.49
11,45,18.209999
13,20,5.5
11,56,8.3199997
13,19,6.73
11,57,7.29
13,24,7.5500002
21,31,20.68
16,31,25.190001
11,51,12.63
13,61,8.3299999
11,37,19.23
11,32,5.4699998
12,50,9.1899996
15,39,14.42
18,38,7.0599999
13,42,20.85
19,39,16.18
12,28,12.03
13,27,12.03
11,54,8.3800001
11,66,8.5200005
12,25,9
11,46,10.13
10,64,9.1899996
11,31,9.6300001
10,27,5.75
11,63,8.8400002
11,45,26.450001
11,29,10.74
13,38,54.939999
11,35,10.42
18,47,19.23
17,46,14.43
11,30,4.0500002
13,45,8.8400002
17,56,25
20,54,9.2399998
12,44,6.1900001
12,37,6.1700001
16,56,7.3000002
16,57,33.889999
7,51,6.5999999
10,51,4.3800001
13,23,5.3299999
11,51,20.27
13,50,10.59
11,25,7.0599999
17,38,4.8299999
13,27,8.9499998
12,44,32.970001
11,46,30.23
11,33,13.09
18,23,6
11,54,15.58
18,50,6.73
18,51,27.4
16,36,14.82
13,41,19
11,50,13.37
20,31,6.3099999
19,32,6.5999999
13,40,19.23
11,41,30.370001
11,56,11
15,36,8.1300001
11,33,9.3699999
11,54,9.3800001
11,48,7.96
11,44,13.29
11,34,4.4400001
11,47,10
12,57,1.4299999
12,57,6.23
10,59,11.54
11,48,5
14,22,7.6300001
12,25,6.4200001
11,58,9.3999996
12,58,9.6300001
16,33,12.28
11,50,14.82
18,32,13.46
19,31,20.09
15,50,14.3
12,31,8.7600002
16,34,4.5500002
15,34,50.610001
13,57,6.3899999
11,45,7.5500002
14,46,10.17
20,35,15.94
14,32,8.3699999
13,54,10.5
11,40,6.1900001
10,65,6.1700001
13,45,9.5
12,49,21.629999
16,21,8.2299995
10,58,5.8299999
11,54,24.049999
13,29,9.2299995
15,25,5.1700001
11,47,6.79
12,48,5.2399998
11,51,25.32
11,28,8
11,38,7.54
11,26,8.8699999
16,57,8.0799999
13,53,7.75
17,57,9.6800003
16,35,11.21
13,28,11.45
17,57,14.11
11,27,17.09
11,45,6.2399998
17,47,28.83
15,51,12.82
11,48,11.13
11,69,6.25
11,50,12.31
15,29,6.5799999
17,25,8.0500002
17,25,12.13
17,25,11.05
13,33,11.5
15,27,13.2
12,45,5.4400001
11,50,10.5
13,57,164.47
13,43,6.3000002
12,48,21.209999
14,22,7.8400002
10,67,6
11,42,17.08
16,62,16.809999
17,61,32.43
10,55,12.81
11,42,24.41
11,51,7.29
11,43,12.7
11,57,18.84
11,50,7.9299998
11,55,25.82
11,54,15.39
12,59,23.379999
13,47,9.6000004
11,36,13
10,38,7.2399998
13,34,11.3
10,63,8.8000002
11,34,9.8999996
11,38,8.5500002
12,40,9.8900003
10,59,26.440001
11,28,8.21
12,28,11.82
13,47,12.76
12,44,15.08
16,27,12.5
16,24,10.04
10,65,7.4000001
15,31,6.9299998
23,28,6.3000002
14,38,33.869999
15,36,15.88
14,62,8.6199999
18,47,34.130001
19,34,19.620001
12,37,14.7
11,54,9.8299999
11,52,6.79
17,49,14.77
10,66,7
11,47,12.53
12,48,10.33
12,54,7.9699998
10,44,10.43
10,44,11.21
11,66,13
11,67,8.3900003
20,25,6.5700002
17,25,10
13,46,18.209999
18,59,48.080002
10,52,18.17
13,51,11.86
13,54,4.8000002
12,55,28.639999
13,47,18.75
13,20,6.4400001
13,29,14.16
11,35,10.5
11,50,3.1500001
11,26,6.75
18,33,11.55
16,29,12.16
16,47,6.5
11,41,7
13,50,14.03
11,36,9.1400003
16,25,14.22
10,48,9.9300003
15,47,17.959999
10,59,8.1099997
11,58,32.049999
11,53,7.5799999
22,63,18.139999
11,51,20.200001
11,16,3.27
12,50,26
12,49,14.19
11,50,9.6099997
11,45,6.9200001
9,49,9
18,25,8.2799997
17,44,4.8000002
15,38,11.54
14,35,9.9499998
17,26,17.08
18,39,32.970001
13,39,19.77
11,51,10.1
13,52,6.4000001
16,44,6
18,58,13.19
11,53,6.1999998
11,53,13.66
11,48,9.8000002
10,60,15.59
10,39,7
19,58,9.3500004
11,55,10.79
14,33,14.07
18,39,12.3
10,32,9.2299995
10,64,11.85
10,55,10.09
17,43,24.049999
17,37,10.69
15,28,7
15,24,10
17,31,15.89
13,25,6.25
13,39,14.9
11,45,10.14
11,45,8.75
17,42,27.959999
17,35,24.709999
19,31,32.970001
19,39,39.57
13,36,7.1599998
16,40,15.63
16,37,16.49
11,45,10
11,44,9.8000002
13,46,12.16
12,33,10.27
12,27,9.1099997
12,41,3.24
16,56,14.96
13,52,29.66
10,68,10.25
11,35,9.0299997
13,47,19.950001
13,43,6.0799999
15,39,18.200001
11,36,6.3600001
12,37,9.6099997
12,33,16.83
12,53,12.79
10,60,9.8299999
14,49,11.74
13,25,8.4099998
11,44,6.3600001
12,33,12.16
17,41,11.08
17,41,38.080002
18,37,7.6900001
11,40,6.1300001
13,56,14.76
11,58,26.26
15,38,17.469999
17,31,18.76
11,53,9.3500004
12,55,5.8000002
16,46,25.549999
13,25,12.83
18,39,14.42
16,56,32.790001
12,51,5.23
13,19,7
11,51,1.58
10,42,6.25
18,53,17.940001
10,56,5.73
17,34,24.709999
17,32,17.629999
15,56,11.5
10,33,10.35
11,30,12.79
13,64,10.92
12,19,1.67
11,25,7.3299999
11,51,6.4000001
10,51,6.0500002
10,16,5.75
10,50,13.22
13,47,9.0699997
16,59,13.83
11,54,9.5699997
20,30,19.629999
17,35,23.629999
15,24,8.6099997
16,25,16.92
11,45,10.42
11,17,2.1600001
11,49,8.1999998
12,50,14.75
12,25,6.25
15,38,19.23
18,36,17.26
11,57,19.66
16,49,8.1800003
13,28,10.45
16,32,12.49
10,38,5.75
17,57,29
14,53,28.85
12,35,4.25
23,62,30.74
14,34,6.6999998
13,27,10
11,57,9
11,52,7.1599998
11,22,8.8900003
13,20,5
16,48,18.4
12,22,8.2399998
11,62,7.8200002
12,40,5.3000002
11,35,9.3800001
11,46,31.190001
14,52,15.06
12,36,11.06
11,48,7.29
11,43,5.8600001
10,49,16.1
11,48,22.76
13,18,6.1700001
19,41,10.56
11,38,8.3199997
13,39,17.549999
9,64,12.5
11,62,9.6000004
13,27,8.1800003
12,40,7.1999998
16,46,43.939999
14,34,13.74
11,30,6.54
11,48,9.8000002
10,45,14.43
19,41,15.97
16,37,13.86
13,60,15.83
11,56,20.200001
11,31,7.0999999
12,62,10.97
11,47,4.48
11,52,11.96
17,47,6.25
11,27,10.11
14,24,7.8099999
17,50,7.5
19,54,30.870001
13,54,20.24
11,53,5.2600002
13,25,10.11
11,41,13.28
13,44,14.58
12,43,17.66
12,50,12.08
11,55,11.14
13,21,9.1599998
12,36,13
10,38,14.8
13,49,14.42
11,24,6.3499999
16,42,18.280001
11,43,11.78
11,43,14.43
22,40,9.8900003
12,51,23.84
11,44,12.36
16,28,6.04
12,38,8.8699999
12,38,7.0900002
13,53,21.84
11,58,7.2800002
11,27,6.4099998
16,33,8.6499996
12,58,7.52
10,60,9.2799997
12,48,27.32
11,43,6.8099999
16,33,7.8099999
11,52,19.700001
11,54,10.55
11,36,9.6300001
12,36,7.1999998
12,30,6.1700001
11,52,6.9299998
11,43,5.77
11,37,10.1
16,55,30.370001
15,24,6.0799999
17,57,12.39
16,28,6.6999998
11,35,4.5999999
13,51,13.72
17,28,13.05
13,52,17.860001
13,19,6.4200001
14,52,11.27
16,26,12.89
12,47,24.049999
19,44,22.43
16,35,53.419998
16,35,24.290001
13,25,7.1399999
13,30,14.56
11,60,7.4000001
11,47,12.16
11,22,7.1399999
13,62,37.029999
11,33,12.5
11,35,11.31
10,63,6.0500002
13,38,5.3200002
21,39,36.049999
16,28,13
13,35,13
11,49,15.18
13,37,14.6
11,68,6.8600001
