SCHOOL,AGE,HOURPAY
17,50,46.150002
10,56,12.33
10,60,6.1900001
16,44,30.780001
15,44,12.5
16,23,11.2
11,38,9.6499996
10,61,13.89
11,37,7.9000001
11,48,6.5599999
11,46,8.5
11,55,10.32
11,54,11.89
13,50,27.08
11,30,6.4000001
11,47,6.3200002
11,51,12.37
11,54,11.79
16,24,9.5500002
13,22,7.1999998
11,57,18.700001
11,52,9.7600002
12,38,9.6300001
11,52,11.43
11,55,17.709999
10,41,21.5
12,50,19.700001
11,52,20.83
12,54,11.9
18,30,54.799999
13,31,28.040001
18,56,23.26
16,54,5.75
16,52,12.66
10,30,6.21
19,35,19.799999
19,36,27.879999
10,45,2.6700001
11,47,5.25
18,60,11
19,61,19.23
18,55,23.889999
16,28,11
13,25,9.6099997
12,57,14.29
13,56,11.13
9,26,2.5699999
14,61,10.77
11,54,8.1899996
11,20,7.9499998
11,45,7.4699998
10,63,24.709999
13,45,8.8699999
21,30,8.71
13,29,6
16,32,21.700001
13,27,7.8800001
11,52,7.6900001
13,50,19.74
13,52,16.33
11,57,20.98
11,58,10.04
11,52,5.75
12,58,16.620001
14,59,9.1099997
11,69,2.6700001
11,66,23.1
12,54,17.450001
14,21,8.04
18,36,21.709999
13,31,14.97
13,56,18.209999
12,34,5.79
10,53,6.0799999
11,49,6.5999999
19,40,12.28
19,35,7.1999998
11,42,13.83
11,40,7.5
16,51,17.030001
11,50,6.6100001
7,36,24.709999
11,32,21.15
16,32,3.9400001
13,37,11.55
11,43,7
17,50,17.940001
13,50,15.18
13,45,46.169998
11,46,17.299999
14,35,6.6199999
12,54,12.31
18,34,14
11,37,10.13
21,28,12.07
17,27,13.73
11,33,13.16
11,61,11.11
12,57,7.5
11,47,18.030001
9,52,12.5
17,25,6.8600001
19,37,8.8699999
12,19,5.5
11,41,7.5
9,65,6.25
19,48,24.030001
11,51,9
10,69,6.9000001
11,60,3.78
16,52,6.5799999
16,34,21.969999
11,44,19.389999
12,41,8.3400002
15,33,6.1799998
11,34,10.58
9,62,21.959999
11,29,9.8900003
20,35,16.030001
14,22,6.6700001
11,51,12.28
11,52,9.1999998
12,21,7.8699999
11,35,60
12,62,12.49
10,50,9
13,35,5.9200001
11,43,6.9000001
16,59,21.629999
11,45,12.49
17,31,17.08
13,30,7.3299999
11,54,12.09
11,56,13.95
12,60,8.5100002
11,30,13.23
17,35,31.190001
12,24,5.9400001
9,53,10.13
13,23,5.9400001
13,23,6.4000001
13,21,6
13,48,7.2800002
11,55,9.8699999
11,27,8.9300003
11,35,10.16
15,40,24.23
13,48,13.55
12,35,11.05
10,42,6.75
11,48,7.1399999
11,35,10.5
14,34,7.8600001
10,65,10.26
16,37,12.08
11,34,14.16
16,33,12.11
11,56,6.6999998
16,26,11.11
19,27,13.85
13,37,9.3800001
16,56,14.61
17,61,43.529999
12,37,18.190001
12,64,14.47
15,51,9.2299995
14,35,7.4000001
10,53,10
11,36,12
11,41,4.6399999
11,43,8.8299999
13,51,54.939999
13,29,13.84
13,28,9.6300001
17,28,5.1300001
18,35,15.16
11,32,8.8400002
11,54,16.709999
17,32,22.76
16,33,8.29
11,45,9.46
11,42,7.9499998
12,45,8.5600004
12,58,9.1099997
13,29,9.5299997
6,31,6.75
12,51,27.959999
17,51,15.38
11,44,4.3099999
12,47,8.4099998
16,50,43.279999
19,53,37.669998
13,49,4.3499999
20,36,8.6499996
13,51,10.41
11,47,7.3099999
11,38,6.48
17,45,12.73
10,46,14.03
13,52,19.66
12,54,19.5
12,57,17.5
13,49,25.5
13,19,12
10,56,15.4
11,35,11.43
10,70,6.5999999
10,68,7
11,22,7
10,41,98.910004
11,62,7.6900001
13,34,7.6900001
11,42,11.87
10,30,8.8999996
11,43,12.8
16,33,2.8800001
17,33,22.43
17,31,17.030001
12,44,7.8899999
11,42,11.25
11,39,5.5999999
13,41,8.6499996
10,69,4.5799999
11,42,7.5799999
11,55,8.3299999
12,39,9.8699999
11,40,13.42
11,49,9.5799999
11,37,6.79
28,55,19
15,39,24.370001
11,30,7.5
10,64,12.1
12,41,29.879999
13,61,6.4000001
12,48,12.81
13,53,48.080002
17,49,10.88
11,48,7.1999998
16,59,20.35
11,42,7.52
10,60,12.28
11,51,19.219999
12,49,13.58
16,22,8.2600002
13,35,8.1800003
13,42,17.41
11,42,8.1499996
11,46,10.14
16,26,5.71
12,54,14.31
11,49,7.1999998
11,56,27.32
11,40,8.5
11,43,13.55
11,43,15.18
11,33,13
19,30,15.79
14,28,11.14
13,38,9.9799995
17,62,24.049999
9,32,8
16,36,16.67
11,58,7.6700001
13,30,12.7
16,32,12.68
10,63,20.780001
11,61,8.75
11,49,7.5
13,25,12.05
11,54,7.5100002
11,54,10.76
10,68,24.93
11,52,13.2
12,59,25
13,26,9.6199999
11,47,9.2399998
17,38,29.450001
11,62,6.4699998
11,37,6.9400001
12,61,11.55
12,41,12.73
11,34,4.5999999
11,34,10.42
11,60,7.6900001
20,47,31.190001
17,35,18.530001
16,39,20.530001
13,32,45.549999
11,68,6.25
11,55,13.23
11,55,5.8400002
12,37,12.92
18,36,15.18
13,49,12.45
11,42,28.83
11,62,8.5200005
18,40,12.85
13,34,7.3699999
11,24,6.25
11,22,6.73
12,29,6.8299999
11,28,16.780001
13,24,6.46
11,21,3.9400001
10,21,5.3099999
13,28,11.3
16,26,7.5999999
12,22,8.0799999
17,40,11.05
17,40,17.299999
17,34,24.780001
13,49,9.6300001
13,18,7.5
17,33,22.379999
16,27,7.5
18,29,18.139999
16,37,25.639999
13,34,9.4399996
11,51,5.3299999
16,29,15.68
13,25,11.53
17,27,11.53
16,39,4.2600002
13,36,13.07
10,51,12.33
14,51,22.76
13,47,13.16
17,37,24.450001
18,35,22.76
14,45,16.030001
14,30,8.4200001
17,27,11
11,42,16.67
11,39,7.25
14,23,12.95
14,31,6.8600001
11,34,6.25
11,56,16.67
16,66,7.4000001
11,50,6.1300001
11,61,21.1
11,43,9.0500002
16,35,54.93
17,34,24.049999
11,33,5.52
12,37,6.23
15,24,6.25
11,36,6.0700002
18,45,46.150002
16,50,10.29
13,60,6.4400001
13,25,6.1700001
17,55,19.219999
11,53,17.639999
17,24,8.3299999
11,32,15.11
17,33,16.4
11,41,7.75
11,28,5.6100001
11,48,12.03
11,55,7.3299999
12,54,16.620001
14,47,11.21
13,52,12.09
13,51,11.51
11,55,7.6900001
23,50,12.76
11,44,10.43
17,27,9.8400002
10,57,16.83
11,57,9.9399996
18,43,12
22,43,27.84
16,31,11
17,36,15.37
12,63,11.89
12,59,7.8099999
16,30,13.37
13,35,12.16
13,34,12.33
13,55,28.58
15,43,17
19,28,21.57
13,49,16.629999
13,48,11.87
13,23,9.7799997
13,21,8.5799999
13,21,6.5700002
11,53,14.68
17,40,17.440001
17,40,21.629999
13,33,12.22
11,25,4.6700001
11,29,13.8
17,30,15.68
14,37,11.21
19,28,8.3199997
13,51,17.299999
16,23,8.8699999
17,34,24.709999
11,45,5.9400001
13,19,4.3099999
11,47,11.53
11,51,10
10,62,10.78
11,42,23.67
11,51,9.6599998
11,68,9.2399998
11,59,9.6000004
11,44,29.110001
11,32,15.28
12,25,7.3400002
17,26,16.02
17,30,18.690001
11,53,6.29
20,50,21.98
14,46,11.85
10,66,9.75
11,33,7
17,41,18.469999
15,61,4.3800001
13,27,8.2399998
19,39,23.65
11,39,10.16
13,48,16.030001
11,32,10.71
11,33,7.3400002
11,47,13.19
18,23,15.63
17,39,17.16
11,64,30.67
10,61,8.3599997
14,59,35.380001
17,49,32.200001
18,47,12.5
13,41,13.66
16,34,15.77
13,43,30.76
13,38,18.030001
11,54,13.7
23,34,3.4400001
11,35,8.2399998
11,40,7.8099999
11,55,16.49
11,55,17.08
18,49,12.87
17,57,13.37
12,60,15.71
20,41,27.370001
11,25,7.6999998
13,24,6.8800001
12,24,6.5599999
16,59,21.360001
11,54,12.66
16,23,9.0299997
16,57,20.440001
17,38,7.2600002
16,54,25.32
11,55,8.1099997
16,23,7.8899999
15,35,57.700001
21,27,12.7
12,36,9.8800001
11,35,4.9299998
18,44,14.16
13,26,13.33
11,28,7.5799999
11,33,9.2700005
13,39,6.3899999
12,41,14.11
26,41,20.24
11,41,22.18
17,33,21
17,33,19.23
11,30,4.2800002
11,52,9.4899998
16,48,13.09
11,29,7.8099999
12,54,11.13
18,28,11.78
16,34,14.4
16,33,22.76
13,54,10.3
16,42,5.3499999
13,48,18.950001
11,43,7.0300002
12,52,7.8200002
10,47,10.13
11,55,39.470001
11,43,6.1700001
11,47,9.3500004
11,21,9.3500004
11,19,7.1900001
13,31,5.7600002
13,33,11.71
14,40,9.9499998
11,46,34.900002
11,36,6.9000001
13,22,5.1900001
11,23,12.83
12,65,8.9700003
18,43,8.6499996
13,60,14.58
11,56,14.59
11,45,15
11,43,20.049999
12,26,6.1700001
19,35,15.86
11,51,27.780001
13,40,8.2399998
17,42,51.279999
11,44,7.8400002
11,48,6.6700001
11,41,8.5
12,48,10.77
19,33,11.11
13,55,22.6
11,55,7.5700002
16,23,10.09
11,37,14.83
19,34,20.34
13,43,18.75
17,47,32.360001
17,47,44.189999
16,28,8.1800003
10,55,15.88
12,45,8.1800003
15,40,10.5
12,27,8.21
13,45,17.709999
15,28,7.79
17,44,43.279999
12,42,9.3699999
11,45,10.77
22,44,33.110001
21,38,8.5
11,59,7.3400002
11,42,6.52
10,56,6.8499999
21,59,24.17
17,55,22.9
13,51,9.7700005
11,42,11
20,42,19.23
16,28,11.63
16,37,10.41
16,35,8.71
12,40,10
11,54,6.54
11,42,6.4200001
16,35,13.02
13,40,6.6399999
11,43,13.37
12,24,12.16
15,24,7.6999998
17,46,29.110001
17,46,7.0799999
10,52,5.5500002
16,47,22.440001
16,45,16.52
11,42,18.379999
13,33,18.59
11,36,11.05
12,34,7.0799999
13,35,11.21
12,29,10.42
13,20,8
16,58,16.09
17,58,14.28
17,39,10.3
13,48,16.219999
16,36,9.8800001
16,28,10.92
11,52,9.8900003
11,54,7.6999998
11,33,15
13,23,5.8699999
13,22,5.8699999
13,49,14.68
14,51,14.03
11,47,10.81
12,45,6.5100002
11,27,8.75
18,44,41.5
13,42,5
13,47,15.08
13,22,7.8400002
15,55,12.73
11,41,5.3299999
12,19,7.1999998
19,38,7.71
13,37,10.47
16,36,15
17,31,6.98
17,31,6.1399999
11,52,13.74
15,32,13.46
11,33,16.49
12,56,19.219999
14,52,10.58
17,37,23.790001
11,37,12.16
11,55,6.1700001
15,23,6.1900001
12,63,7.4499998
16,42,9.6000004
16,43,12.57
18,27,11.05
16,45,25.629999
11,52,5.77
11,23,6.98
11,55,7.6999998
13,50,41.139999
14,50,10.1
17,42,23.08
11,31,6
14,38,12.03
11,59,7.5799999
11,62,40.470001
12,52,8.46
19,41,21.17
16,35,21.26
17,35,11.54
11,69,8.6300001
13,29,9.3999996
16,41,15.08
11,48,7.7800002
11,58,5.4400001
10,66,6.3499999
11,55,9.6000004
10,60,7.96
13,40,14.29
10,39,11.46
16,34,15.94
15,35,19.25
13,32,15.38
14,30,15.68
13,32,20.43
23,57,18.700001
11,56,6.5
11,61,5.48
21,36,29.110001
14,52,20.24
14,20,5.77
13,47,26.450001
17,47,15.86
16,28,7.6900001
11,58,8.0600004
11,36,7.8899999
11,50,11.8
19,46,22.76
18,45,25
13,28,15.17
14,29,18.209999
13,29,13.2
12,60,9.25
11,37,9.75
11,48,7.23
18,57,17.309999
17,31,5.25
12,52,9.3599997
15,21,6.25
12,57,7.5
12,34,11.75
11,31,7.5
13,37,8.0799999
13,49,27.469999
13,40,14.42
11,47,20.24
12,38,6.25
13,56,9.1099997
11,49,5.7800002
11,46,9.6300001
13,21,6.1300001
11,54,16.35
13,49,29.540001
13,53,22.18
10,57,7.5
10,66,7.1399999
19,27,10.41
18,27,12.03
13,44,17.629999
16,31,10.35
16,33,4.3299999
12,46,16.35
17,54,5.1900001
16,49,26.82
11,48,15.59
11,50,11
11,49,11.48
17,36,19.129999
13,55,25.200001
11,51,15.77
11,50,16.629999
11,48,6.0999999
11,52,8.1099997
14,22,6.9299998
11,41,24.030001
11,24,11.55
11,26,11.55
19,32,5.8600001
21,36,8.8500004
13,38,7.9099998
13,46,10.43
11,29,6.79
11,42,12.95
11,55,14.43
17,54,6.6700001
12,55,10.03
19,39,9
10,66,21.969999
11,64,8.3299999
16,30,6.5999999
11,55,20.610001
16,36,20.280001
16,37,24.290001
11,59,14.43
11,60,7.0900002
11,34,6.9200001
11,60,50.169998
13,56,49.110001
13,58,5.75
13,53,23.139999
14,67,10.71
14,56,44.830002
11,44,7.4899998
16,65,13.13
13,40,12.83
13,50,7.3200002
14,40,10.04
14,54,14.03
10,56,7.6999998
12,25,10
11,39,15.08
17,35,17.68
16,47,46.549999
16,46,19.799999
21,38,6.5
13,39,9.7700005
13,44,19
11,52,14.03
16,26,9.96
11,30,11.78
14,44,9.1599998
13,42,9.6199999
16,25,17.299999
11,55,5.1999998
13,48,29.67
17,58,20.57
20,52,6.5
13,52,6.2399998
13,54,8.6599998
15,44,11
12,57,7.5
11,55,8.6400003
11,67,8.6000004
16,65,7.4200001
12,20,12.66
12,40,17.969999
13,28,7.21
15,46,40.540001
20,53,19.24
13,34,9.2299995
11,30,6.3499999
11,31,2.21
13,32,7.27
16,41,7.3200002
18,40,41.200001
14,61,23.73
16,41,54.939999
13,28,25.6
13,28,8.4700003
11,45,11.54
11,55,5.5999999
11,55,12.5
11,26,9.3500004
12,55,6.3200002
11,44,10.04
13,37,18.75
17,36,35.580002
11,55,12.14
10,59,11.22
11,25,6
12,54,13.97
15,32,10.27
11,51,7.79
11,19,3.71
11,64,2.73
11,24,9.3999996
12,40,12.05
17,44,22.76
12,47,13.19
12,45,11.29
11,44,14.3
16,52,17.969999
16,23,5.29
16,33,8.3299999
13,28,11.62
13,46,15.7
11,55,9.7299995
15,45,14.11
17,55,21.360001
16,50,24.58
11,57,10.63
16,48,16.219999
11,57,7
15,38,16.18
11,41,13.67
13,48,13.8
13,51,13.8
11,65,7.8600001
11,46,9.1800003
13,58,6.1100001
12,67,4.1700001
19,37,31.67
20,38,28.700001
12,21,6.0500002
17,56,15.83
13,28,9.8400002
11,32,11.75
11,47,7.8299999
16,35,20.35
16,40,22.76
10,49,15.63
17,58,81.75
14,51,28.030001
12,37,19.23
16,49,36.049999
13,38,12.7
11,54,11.54
10,62,10.08
9,27,6.8600001
10,25,5.5599999
11,29,6.0300002
11,41,12.49
11,46,10.71
15,51,29.110001
11,50,10.29
17,29,7.1199999
18,27,16.83
16,56,50.610001
17,58,9.9799995
12,59,14.15
12,51,12.09
15,41,23.790001
18,39,46.049999
11,40,7.1399999
18,38,9.8900003
16,26,20.200001
17,35,9.25
13,38,15.18
17,36,15.19
10,57,6.25
10,58,9.6199999
13,49,12.7
15,43,11.52
11,42,5.4499998
11,44,17.549999
13,46,14.24
11,53,13.89
10,57,1.1
13,19,4.5799999
11,41,6.8699999
13,53,29.4
17,31,18.139999
16,38,19.139999
14,38,23.17
13,46,11.24
13,47,25
11,28,4.9499998
11,30,15.88
11,42,8.4200001
12,46,10
10,46,8.2399998
18,45,29.58
11,31,8.8699999
13,25,10.92
13,24,9.1099997
13,38,4.9299998
11,35,6.7800002
12,19,12
12,45,12.82
11,44,8.4399996
10,57,8.0699997
19,26,14.43
11,51,9.2799997
11,46,5.8899999
11,48,7.9499998
16,44,24.950001
13,43,16.629999
14,61,10
11,41,6.27
11,30,11.55
21,26,10.63
11,23,7.6900001
19,40,33.650002
11,44,13.8
11,49,10.41
11,38,18.360001
14,38,13.63
10,64,14.51
12,57,7.1999998
16,39,9.8699999
16,41,42.299999
12,47,7.9699998
11,43,6.1100001
11,45,13.34
13,45,21.709999
11,27,8.2299995
14,46,4.3000002
11,28,6.8600001
11,51,4.5599999
11,58,6.4499998
11,30,7
13,30,8.6099997
13,47,15.58
16,31,21.15
18,30,15.88
10,49,5.3099999
16,59,15
17,33,26.23
11,49,12.1
13,20,6.0799999
15,52,10.58
12,43,16.950001
13,44,12.03
11,32,7.8099999
10,52,7.5500002
11,54,8.3000002
11,42,9.7399998
13,65,11.5
14,64,24.030001
13,32,9.5
11,39,5.6300001
14,29,6.73
18,30,9.6800003
15,36,24.17
16,38,22.42
15,45,15.16
13,44,16.83
12,44,11.89
11,40,6.5
12,55,16.42
13,28,8.8000002
13,22,7.0799999
12,44,25.67
16,36,15.55
16,36,15.93
10,61,9
11,50,5.1399999
11,40,4.4400001
16,38,34.959999
18,39,10.1
17,41,34.889999
17,34,12.16
11,58,9.1099997
12,28,5.3299999
11,62,8.1000004
16,40,14.68
13,43,9.3400002
15,28,11.4
14,32,16.49
11,40,9.7600002
18,28,6.6300001
13,29,10.27
14,33,9.0799999
14,32,14.43
17,26,9.6300001
16,22,15.11
12,23,8.46
19,33,14.53
11,41,15.07
16,31,17.450001
11,34,8.8699999
11,21,6.4099998
14,27,14.88
16,26,10.74
11,54,15.38
11,59,9.1300001
17,45,12.47
11,35,6.1700001
11,37,5.3099999
11,46,5.6900001
11,42,9.4300003
10,45,14.4
10,65,5.71
13,38,13.38
12,57,13.86
13,54,10
16,31,9.8500004
16,29,11.19
9,19,8.75
11,56,5.4400001
13,60,6.1900001
11,54,12.91
11,55,17.709999
11,25,9.2299995
12,43,8.3900003
13,36,38.459999
17,42,21.629999
12,56,23.290001
17,37,9.0500002
12,39,11.33
20,48,37.950001
22,51,23.790001
16,56,19.23
10,50,14.22
10,49,9.71
18,38,9.6099997
13,36,9.8900003
15,29,19.23
16,29,13.71
11,43,7.0700002
11,42,18.33
10,56,29.58
13,54,18.209999
11,38,7.1300001
13,30,7.6900001
22,31,42.299999
20,34,20.27
11,54,7.0300002
13,39,6.04
12,42,16.48
11,30,17.459999
13,40,21.780001
13,52,9.6099997
13,52,9.8800001
11,50,7.8400002
13,52,23.92
10,50,13
17,56,22.76
13,52,28.5
19,30,11.53
18,32,35.419998
17,51,9.6199999
15,24,8.8400002
10,65,12.55
11,66,7.1999998
13,54,9.6300001
14,27,5.75
13,43,6.6700001
11,50,10.55
11,43,13.29
12,27,22.030001
11,25,11.95
16,51,28.59
13,38,8
12,42,8.75
13,53,9.9499998
15,57,8.9499998
11,52,21.049999
14,45,5.5
16,45,5.75
13,32,3.6300001
13,34,14.44
17,26,7.6300001
15,21,11.8
11,53,7.5999999
10,61,7.1399999
16,37,10.3
11,37,7.4299998
11,28,9.21
12,26,6.0799999
13,27,7.9299998
17,57,19.860001
17,39,19.24
11,48,6.5
16,63,6.5
16,54,22.51
11,42,17.110001
13,32,13.84
12,40,3.24
11,48,26.469999
18,26,11.13
17,38,52.880001
11,52,9.8900003
12,27,5.8400002
13,31,21.629999
13,56,6.25
20,46,21.84
11,42,7.5
17,38,11.53
11,51,13.74
11,63,9.8000002
11,35,9.7600002
11,37,6.6700001
17,25,9.1099997
10,60,7.4499998
10,61,9.4300003
12,58,4.6900001
12,26,13.74
16,31,11.05
11,43,42.860001
10,51,7.8899999
15,45,15.03
11,42,7.4499998
11,24,7.25
16,50,21.76
16,34,4.8000002
17,45,14.42
11,52,5.0999999
13,47,11
14,42,4.5
19,40,10.75
11,56,10.32
13,66,13.07
10,63,15.59
16,28,3.3299999
16,23,11.33
17,25,9.3699999
17,34,23.360001
14,38,6.54
15,53,7.4099998
11,63,12.7
11,54,14.16
13,59,8.3400002
13,63,8.1800003
11,54,6.4400001
17,28,6.5799999
11,34,9.71
12,49,8.8299999
10,51,29
14,21,9
14,21,7.1300001
11,51,11.26
22,29,6.73
21,30,15.38
16,24,11.63
18,32,21.940001
17,40,27.030001
16,29,11.84
16,42,21.84
16,37,5.75
14,39,8.3199997
7,41,5.4099998
11,47,9.3900003
12,48,10.32
10,49,11.63
11,22,7.1100001
18,36,6.3600001
18,36,14.43
11,53,16.309999
11,44,17.459999
13,62,11
12,59,9.1099997
11,44,7.75
18,33,28.200001
15,40,48.080002
16,36,16.49
12,36,11
16,49,11.53
15,58,24.48
11,51,9.6199999
17,36,18.690001
17,27,13.45
18,57,23.629999
13,57,19.219999
11,64,13.83
13,47,15.18
16,48,9.4200001
11,59,17.16
12,57,6.77
13,52,18.209999
16,42,18.690001
11,45,10.81
13,30,8.1800003
11,59,7.73
13,41,6.25
14,53,30.780001
18,45,40.380001
15,51,32.98
11,49,8.25
16,49,20
13,51,16.469999
11,23,7.9299998
10,59,11.43
16,48,24.059999
11,46,9.7799997
10,58,15
10,63,6.8600001
10,63,8.3800001
11,61,9.1999998
10,60,12.59
14,44,18.17
19,25,9.8900003
22,31,21.77
11,41,14.22
11,39,14.58
13,38,3.3800001
15,39,16.450001
16,35,20.24
16,36,26.719999
13,53,9.8500004
14,36,7.5
18,36,26.440001
18,42,20.059999
10,70,6.5999999
19,30,30.870001
17,32,35.419998
10,59,11.33
20,64,22.860001
16,58,17.700001
10,56,4.1700001
20,34,18.700001
10,46,11.11
10,65,7.5
16,42,21.26
16,26,6.8899999
13,64,6
11,53,6.3200002
11,61,7.29
11,32,6.04
19,30,9.6000004
18,42,5.77
10,31,9.6000004
19,65,4.8299999
10,57,8.1000004
10,57,7.8400002
17,48,16.540001
13,57,8.3199997
14,34,5.75
14,29,5.7600002
15,52,11.63
17,25,16.280001
16,21,9.8800001
18,47,18.52
19,52,17.32
13,52,23.190001
17,49,26.139999
10,28,8.1099997
11,29,12.65
16,40,18.690001
10,62,10.78
12,56,20.76
13,49,25.639999
12,45,17.68
17,39,24.290001
12,47,11.21
11,48,8.6499996
17,58,19.5
13,21,7.9299998
9,32,7.5
13,20,6.9299998
11,19,7.3000002
11,65,8.3100004
15,34,7.1900001
13,28,6.48
11,21,10.33
13,20,6
10,57,4.6799998
10,63,7.6999998
15,38,20.66
13,39,40.380001
17,36,14.29
14,37,14.43
17,28,18.75
15,29,6.1999998
11,48,7.3299999
14,21,3.3
11,50,6.0599999
12,53,9.1300001
12,39,13.8
11,53,8.8299999
11,30,12.5
16,59,20
17,61,.60000002
18,24,11.19
16,51,33.919998
13,25,5.1300001
11,64,12
14,51,28.59
13,38,16.18
13,41,9.5
16,33,16.93
12,51,6.21
16,28,18.280001
16,29,17.299999
11,55,5.73
12,48,17.299999
11,62,13.22
12,58,10.13
11,51,8.6599998
10,21,4.1300001
11,43,16.83
11,35,17.17
11,50,6.6500001
14,33,7.6999998
17,58,14.84
16,23,7.1999998
12,25,15.89
13,27,9.6199999
11,35,9.8900003
11,44,6.9000001
11,53,7.1599998
11,25,9.1800003
11,40,13.66
11,42,20
13,55,14.67
12,55,18.690001
12,59,9.6000004
11,61,12.49
21,43,34.959999
18,40,8.6499996
12,47,24.040001
18,35,19.02
17,34,4.0900002
13,48,18.639999
10,49,9.9499998
17,30,13.66
18,30,14.92
11,41,7.0799999
11,42,6.1900001
13,47,22.07
10,61,9.8699999
12,58,8.6599998
12,63,7.0700002
16,35,23.309999
17,43,6.3200002
20,28,10.95
16,50,17.299999
10,70,3.9000001
10,67,5.4499998
11,23,11.28
12,54,20.780001
13,54,8.6700001
11,35,30.780001
11,28,30.059999
11,57,9.8599997
11,27,8.8900003
12,36,7.4899998
11,53,19.24
11,54,9.1099997
17,33,14
14,32,18.139999
11,57,8.6000004
14,61,10.03
21,54,11.29
17,34,9.6199999
19,44,18.74
20,36,18.74
11,59,8
12,22,7.73
11,23,5.75
12,47,12.51
11,20,4.5
13,34,23.07
13,53,24.030001
11,54,6.2199998
11,50,9.1099997
17,42,45.549999
18,44,28.309999
17,48,22.969999
10,56,8
11,43,25.709999
10,35,31.17
13,65,31.25
11,59,9.6800003
11,32,7.1799998
14,41,7.0900002
12,22,6.5999999
18,48,39.669998
11,47,12.05
13,19,4.5
11,46,12.66
14,41,16.030001
10,61,8.5600004
16,28,10.71
11,45,16.49
11,43,11.22
13,49,8.1000004
13,53,6.48
13,19,6.48
13,26,6.48
12,46,8.3699999
11,45,6.9299998
16,38,45.68
10,61,9.25
13,44,16.540001
10,56,9.6099997
10,61,8.1800003
12,37,33.27
17,54,25.42
13,56,6.6799998
16,49,38.970001
12,49,23.360001
19,53,19.23
17,40,13.81
10,63,6
10,59,6.6999998
11,52,13.43
11,56,8.1300001
11,66,11.13
10,69,5.8299999
11,48,9.3800001
13,26,8.2799997
13,26,11.55
11,37,10.85
12,49,9
13,47,33.509998
13,44,9
20,30,125
18,26,19.23
17,44,13.47
11,24,12.82
14,25,6.3499999
11,58,10.1
11,40,21.030001
17,43,13.2
13,32,4.7600002
11,48,2.0799999
13,57,11.89
13,45,7.6700001
13,34,9
13,38,12.36
13,53,16.709999
16,61,15.18
11,48,13.84
17,67,20.25
17,30,17.299999
21,30,15.88
12,30,6.1700001
11,46,12.49
11,50,7.3200002
13,24,9.0299997
10,20,9.2299995
11,45,15.07
12,52,17.93
17,22,6.25
10,34,21.690001
14,38,.86000001
11,59,6.25
11,43,9.6199999
12,60,5.98
11,53,8.6499996
24,36,5.75
16,37,12.16
13,24,11.48
17,29,13.68
11,41,19.24
16,38,19.76
12,46,24.290001
12,49,7.2399998
11,27,10.5
11,33,11.05
11,54,7.6999998
13,35,6.4299998
10,44,16.139999
10,54,8.4399996
13,48,11.89
17,25,15.11
13,23,7.3299999
11,45,26.450001
11,57,13.5
13,26,7.9099998
17,37,19.48
19,35,9
16,32,14.24
11,48,10.92
12,52,10.25
11,47,32.200001
12,39,9.1400003
13,54,11.2
12,23,10.92
14,25,5
13,38,6.8299999
16,57,24.709999
16,56,15.45
10,56,12.14
17,28,11.54
12,43,12.66
11,44,13.74
11,49,9.6099997
18,44,12.66
11,57,11.92
20,27,6.0500002
18,27,6.6799998
11,43,14.54
13,19,5.5
16,22,12.16
16,22,6.52
13,38,13.79
11,34,15.63
19,35,15
16,36,37.43
10,66,5.7600002
12,31,6.6999998
11,49,14.79
11,50,10.13
13,20,5.9200001
10,63,12.16
10,63,9.8699999
10,57,8.8199997
11,64,10.5
13,52,9.6099997
11,40,12.38
13,34,17.030001
12,51,11.02
16,57,23.92
11,51,8.5600004
15,21,11.43
15,35,22.43
17,34,20.889999
17,53,13.11
12,53,11.84
11,56,16.379999
10,57,9.6099997
18,36,12.16
19,39,12.16
10,49,8.6499996
13,50,7.71
13,37,7.1300001
12,44,11.55
11,58,9
17,30,16.49
17,29,17.68
11,53,9.1099997
13,33,5.9400001
11,54,7.8899999
11,53,9.7299995
10,39,14.42
13,41,5.5
11,34,4.21
13,57,13.19
13,48,8.3699999
20,38,14.58
11,58,16.709999
11,58,11.13
17,37,32.970001
22,40,62.299999
10,64,7.6900001
16,56,29.110001
17,56,27.32
12,52,6.7800002
19,58,14.23
13,23,7.0300002
13,25,7.3299999
11,45,3.72
18,36,28.84
12,43,16.83
11,41,10
11,50,11.19
11,46,8.2399998
13,27,8.3400002
19,32,29.110001
17,33,18.25
21,49,27.950001
15,43,4.3299999
21,41,7.4299998
10,36,15.78
11,62,15.5
14,39,10.58
11,37,5.4899998
11,30,2.6400001
11,54,27.84
13,46,9.3500004
11,20,7.8899999
13,26,6.6700001
11,26,10.27
13,42,13.66
12,42,9.9300003
10,48,9.1300001
11,40,12.26
12,32,13.82
11,38,13.09
14,36,7.1700001
11,43,24.790001
13,39,17.709999
11,37,10.41
13,26,6.8600001
11,49,15.4
17,29,24.57
13,31,13.12
11,40,12.71
12,56,13.78
17,45,13.51
15,32,7.1399999
11,40,12.98
16,22,6.9299998
11,22,8.6499996
13,41,8.3400002
11,41,15.65
13,39,12.97
11,40,7.9000001
13,37,12.55
11,32,8.8599997
11,38,6.5
11,50,43.939999
13,47,13.74
17,38,34.619999
16,36,4.3699999
17,37,17.299999
17,37,23.09
17,24,10.83
17,42,18.450001
19,42,19.610001
14,39,16.09
11,46,6.3000002
12,30,5.75
11,62,10.25
9,68,7.5
16,55,192.3
11,67,23
